EmployeeNumber,Age,Gender,MaritalStatus,Education,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,SalarySlab,AgeBand,TenureBand,Attrition
1110,44,Male,Married,4,Sales,Sales Executive,2,Travel_Rarely,Yes,33151,13.2,1,24,1,1,0,0,3,1,4,4,3,3,<=35K,36-45,0-3 yrs,No
1111,51,Male,Single,5,Research & Development,Manager,4,Travel_Frequently,No,64768,20.9,1,29,5,3,5,5,4,3,2,3,4,3,>60K,46+,4-7 yrs,No
1112,46,Male,Single,2,Sales,Sales Executive,2,Travel_Rarely,Yes,22399,11.0,1,28,3,3,2,0,3,4,4,1,2,3,<=35K,46+,0-3 yrs,No
1113,30,Male,Divorced,3,Sales,Sales Representative,4,Travel_Rarely,No,50254,15.2,1,11,6,1,6,6,3,4,3,4,3,4,35K-60K,26-35,4-7 yrs,Yes
1114,40,Female,Married,1,Research & Development,Research Scientist,1,Travel_Rarely,No,18170,17.2,2,20,18,2,1,7,3,4,1,1,2,0,<=35K,36-45,8+ yrs,Yes
1115,25,Male,Married,3,Research & Development,Research Scientist,1,Travel_Rarely,Yes,10000,11.0,0,5,5,0,0,3,3,2,3,4,3,1,<=35K,18-25,4-7 yrs,Yes
1116,42,Female,Married,3,Research & Development,Healthcare Representative,1,Travel_Rarely,No,10000,11.8,0,20,5,1,2,2,4,4,1,1,2,2,<=35K,36-45,4-7 yrs,No
1117,41,Male,Single,2,Sales,Sales Executive,2,Travel_Rarely,Yes,37770,14.7,2,19,11,0,3,4,3,4,1,1,3,6,35K-60K,36-45,8+ yrs,No
1118,19,Male,Married,2,Research & Development,Laboratory Technician,4,Travel_Rarely,No,71160,11.9,1,1,1,1,1,0,3,2,1,4,3,4,>60K,18-25,0-3 yrs,No
1119,26,Male,Single,3,Sales,Manager,1,Travel_Rarely,No,27457,12.2,2,6,1,0,1,1,3,1,2,4,3,5,<=35K,26-35,0-3 yrs,No
1120,34,Male,Married,3,Sales,Sales Executive,2,Travel_Rarely,No,31496,13.9,0,14,2,2,0,0,3,4,2,3,2,2,<=35K,26-35,0-3 yrs,Yes
1121,34,Male,Married,2,Research & Development,Manager,2,Travel_Rarely,No,35007,17.6,0,15,7,2,3,3,3,4,4,3,4,3,35K-60K,26-35,4-7 yrs,No
1122,25,Male,Married,3,Human Resources,Human Resources Representative,4,Travel_Rarely,Yes,70958,13.9,2,7,7,0,7,4,3,1,3,3,3,3,>60K,18-25,4-7 yrs,No
1123,40,Male,Married,3,Research & Development,Laboratory Technician,1,Non-Travel,No,10000,19.2,0,22,22,0,11,8,4,4,4,1,3,3,<=35K,36-45,8+ yrs,No
1124,39,Male,Divorced,4,Research & Development,Healthcare Representative,1,Travel_Rarely,No,23885,11.5,1,17,5,1,3,3,4,3,1,4,2,3,<=35K,36-45,4-7 yrs,No
1125,35,Male,Married,2,Research & Development,Research Scientist,1,Travel_Frequently,No,17203,11.0,1,17,13,1,0,3,3,4,2,4,3,2,<=35K,26-35,8+ yrs,Yes
1126,30,Male,Single,4,Research & Development,Research Scientist,2,Travel_Rarely,Yes,37309,22.3,1,11,0,0,0,0,3,3,4,4,3,3,35K-60K,26-35,0-3 yrs,No
1127,46,Male,Single,3,Sales,Sales Executive,2,Non-Travel,No,31488,12.8,0,28,5,1,5,5,3,3,3,3,1,4,<=35K,46+,4-7 yrs,No
1128,51,Female,Married,2,Research & Development,Research Scientist,4,Non-Travel,No,70370,11.0,1,30,15,7,6,2,3,2,4,3,3,2,>60K,46+,8+ yrs,No
1129,32,Female,Divorced,4,Research & Development,Research Scientist,2,Travel_Rarely,No,31788,11.0,2,11,2,2,2,0,3,4,3,3,4,5,<=35K,26-35,0-3 yrs,Yes
1130,31,Female,Divorced,3,Sales,Sales Executive,2,Travel_Rarely,No,18128,19.2,0,12,1,1,1,1,3,3,3,2,2,3,<=35K,26-35,0-3 yrs,No
1131,41,Male,Divorced,4,Research & Development,Manager,2,Travel_Rarely,No,41615,13.9,0,19,2,2,2,2,3,4,1,3,1,4,35K-60K,36-45,0-3 yrs,No
1132,33,Female,Single,2,Research & Development,Healthcare Representative,1,Travel_Rarely,No,10000,14.3,0,13,9,0,6,2,3,1,4,4,3,3,<=35K,26-35,8+ yrs,No
1133,35,Female,Married,3,Sales,Manager,2,Travel_Rarely,No,40024,14.6,0,17,0,0,0,0,3,4,1,1,3,3,35K-60K,26-35,0-3 yrs,No
1134,43,Female,Married,3,Sales,Manager,5,Travel_Rarely,Yes,74278,18.9,2,21,5,2,5,5,3,3,2,2,3,2,>60K,36-45,4-7 yrs,No
1135,19,Male,Single,4,Research & Development,Research Scientist,3,Travel_Rarely,No,54408,14.5,2,0,0,0,0,0,3,1,4,3,3,3,35K-60K,18-25,0-3 yrs,No
1136,48,Female,Single,3,Sales,Manager,4,Travel_Rarely,No,69078,23.9,3,30,3,1,3,0,3,2,3,1,2,1,>60K,46+,0-3 yrs,No
1137,37,Female,Divorced,5,Research & Development,Manager,3,Non-Travel,No,48441,15.7,1,17,17,0,10,0,3,2,4,4,3,6,35K-60K,36-45,8+ yrs,No
1138,33,Male,Single,4,Research & Development,Healthcare Representative,1,Travel_Rarely,No,19068,19.1,1,15,1,1,0,0,3,4,1,1,1,2,<=35K,26-35,0-3 yrs,Yes
1139,36,Female,Single,2,Research & Development,Healthcare Representative,1,Travel_Rarely,No,18381,18.2,0,16,0,0,0,0,3,3,3,4,3,2,<=35K,36-45,0-3 yrs,No
1140,36,Male,Single,4,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,10000,15.1,1,17,3,3,1,3,3,1,3,3,3,5,<=35K,36-45,0-3 yrs,No
1141,21,Male,Divorced,5,Research & Development,Manager,2,Travel_Rarely,No,30946,13.0,1,1,1,1,1,1,3,2,1,1,3,2,<=35K,18-25,0-3 yrs,No
1142,50,Male,Married,2,Research & Development,Manager,1,Travel_Rarely,No,10000,16.4,2,28,2,1,2,2,3,3,4,4,2,2,<=35K,46+,0-3 yrs,No
1143,37,Female,Married,3,Research & Development,Research Scientist,2,Travel_Rarely,No,31369,17.1,2,18,4,4,4,0,3,1,3,3,2,4,<=35K,36-45,4-7 yrs,No
1144,40,Male,Divorced,3,Research & Development,Research Director,3,Travel_Rarely,No,35856,13.1,2,19,18,3,4,2,3,3,3,1,3,2,35K-60K,36-45,8+ yrs,No
1145,45,Male,Married,2,Sales,Manager,4,Travel_Rarely,No,50520,15.8,2,26,2,2,1,2,3,3,4,2,4,1,35K-60K,36-45,0-3 yrs,No
1146,27,Male,Married,1,Research & Development,Research Director,3,Travel_Rarely,Yes,57839,19.8,2,7,2,0,0,2,3,3,3,3,3,2,35K-60K,26-35,0-3 yrs,No
1147,41,Male,Single,2,Research & Development,Manager,4,Non-Travel,No,68555,22.9,0,22,3,3,3,0,3,3,4,2,2,4,>60K,36-45,0-3 yrs,No
1148,34,Male,Single,2,Research & Development,Manager,1,Travel_Rarely,No,14966,18.4,2,15,4,0,1,4,3,2,4,3,4,2,<=35K,26-35,4-7 yrs,Yes
1149,44,Female,Divorced,3,Research & Development,Manager,1,Non-Travel,No,16478,22.1,1,23,0,0,0,0,3,1,4,3,3,3,<=35K,36-45,0-3 yrs,No
1150,18,Female,Married,2,Research & Development,Research Director,3,Non-Travel,No,43016,12.9,0,0,0,0,0,0,3,4,4,3,3,2,35K-60K,18-25,0-3 yrs,No
1151,35,Male,Married,4,Research & Development,Manager,2,Travel_Rarely,Yes,34559,17.8,0,13,13,0,7,0,3,4,2,2,3,2,<=35K,26-35,8+ yrs,No
1152,31,Male,Married,4,Research & Development,Research Scientist,1,Travel_Rarely,Yes,10000,20.2,1,12,2,0,2,2,3,3,4,3,2,1,<=35K,26-35,0-3 yrs,No
1153,40,Male,Married,1,Research & Development,Manager,2,Travel_Frequently,No,37949,11.9,0,22,5,1,5,0,3,2,2,1,3,6,35K-60K,36-45,4-7 yrs,No
1154,41,Female,Single,3,Research & Development,Laboratory Technician,2,Travel_Rarely,No,27975,13.4,0,19,0,0,0,0,3,3,4,3,4,3,<=35K,36-45,0-3 yrs,No
1155,30,Male,Single,3,Research & Development,Research Director,2,Travel_Rarely,No,26641,21.6,1,11,5,0,0,3,3,4,3,3,1,1,<=35K,26-35,4-7 yrs,No
1156,30,Male,Single,4,Research & Development,Laboratory Technician,2,Travel_Rarely,No,30173,11.6,2,8,3,0,3,0,3,4,4,2,3,2,<=35K,26-35,0-3 yrs,No
1157,35,Male,Single,1,Sales,Sales Executive,2,Travel_Rarely,No,25270,11.0,1,17,4,1,4,4,3,4,4,1,3,2,<=35K,26-35,4-7 yrs,No
1158,28,Female,Divorced,2,Research & Development,Research Scientist,3,Travel_Rarely,No,47629,20.9,0,6,4,1,4,0,3,2,3,1,4,3,35K-60K,26-35,4-7 yrs,No
1159,44,Female,Single,4,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,25701,19.6,0,22,1,1,1,1,3,4,3,3,2,2,<=35K,36-45,0-3 yrs,No
1160,33,Female,Single,4,Sales,Sales Representative,1,Travel_Rarely,No,18748,16.8,0,15,8,6,8,1,3,3,4,3,3,2,<=35K,26-35,8+ yrs,No
1161,18,Female,Married,4,Research & Development,Manager,1,Travel_Rarely,No,24728,15.0,0,0,0,0,0,0,3,3,2,3,3,4,<=35K,18-25,0-3 yrs,No
1162,33,Male,Divorced,4,Sales,Manager,2,Travel_Rarely,Yes,24245,13.6,0,15,1,0,1,1,3,3,1,4,3,2,<=35K,26-35,0-3 yrs,No
1163,27,Male,Single,1,Research & Development,Research Scientist,3,Non-Travel,No,43955,16.2,3,6,6,2,4,0,3,3,3,3,2,0,35K-60K,26-35,4-7 yrs,No
1164,22,Male,Single,3,Research & Development,Research Director,3,Travel_Rarely,No,48690,21.0,1,4,0,0,0,0,3,4,3,4,3,0,35K-60K,18-25,0-3 yrs,No
1165,25,Male,Married,2,Sales,Sales Representative,3,Non-Travel,No,41513,16.1,0,3,3,0,2,2,3,4,2,1,2,2,35K-60K,18-25,0-3 yrs,No
1166,37,Male,Married,2,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,18714,23.2,0,19,2,1,2,2,3,1,3,2,3,1,<=35K,36-45,0-3 yrs,Yes
1167,48,Male,Married,4,Research & Development,Laboratory Technician,2,Travel_Rarely,No,34443,11.9,1,29,4,1,3,4,4,3,1,2,3,2,<=35K,46+,4-7 yrs,No
1168,39,Male,Divorced,2,Research & Development,Research Director,2,Travel_Rarely,Yes,38666,15.1,1,21,2,2,0,0,3,4,2,3,3,3,35K-60K,36-45,0-3 yrs,Yes
1169,31,Female,Divorced,3,Sales,Sales Representative,2,Travel_Frequently,Yes,25152,13.8,0,13,2,1,2,1,3,1,2,2,2,3,<=35K,26-35,0-3 yrs,Yes
1170,41,Female,Divorced,4,Sales,Sales Executive,2,Travel_Rarely,No,22457,11.2,3,21,0,0,0,0,3,3,2,3,2,3,<=35K,36-45,0-3 yrs,No
1171,32,Female,Married,2,Research & Development,Research Director,2,Travel_Rarely,No,27539,14.6,0,10,7,1,2,2,3,1,2,4,3,3,<=35K,26-35,4-7 yrs,No
1172,30,Female,Married,5,Human Resources,Manager,2,Travel_Rarely,No,22257,16.7,0,8,7,4,6,7,3,1,3,1,3,4,<=35K,26-35,4-7 yrs,No
1173,26,Male,Single,5,Research & Development,Manager,3,Travel_Rarely,No,49515,17.1,0,7,6,1,0,0,3,4,2,3,3,1,35K-60K,26-35,4-7 yrs,No
1174,20,Female,Divorced,3,Sales,Manager,1,Travel_Frequently,No,10000,23.2,1,0,0,0,0,0,3,3,4,1,3,2,<=35K,18-25,0-3 yrs,No
1175,33,Male,Married,2,Research & Development,Research Director,3,Travel_Rarely,No,63664,16.9,0,13,13,1,5,3,3,4,3,3,2,1,>60K,26-35,8+ yrs,No
1176,38,Female,Single,3,Research & Development,Research Director,1,Travel_Rarely,No,25367,19.5,0,19,4,4,4,0,3,1,1,4,3,5,<=35K,36-45,4-7 yrs,No
1177,36,Male,Married,3,Research & Development,Research Scientist,1,Travel_Rarely,No,15100,15.4,0,17,6,0,2,3,3,1,2,4,2,3,<=35K,36-45,4-7 yrs,No
1178,33,Female,Single,3,Sales,Sales Executive,5,Travel_Rarely,No,81939,21.4,1,11,0,0,0,0,3,4,4,2,2,1,>60K,26-35,0-3 yrs,No
1179,28,Male,Married,2,Research & Development,Research Director,5,Travel_Rarely,No,61905,24.1,0,8,8,3,1,1,3,3,1,2,4,2,>60K,26-35,8+ yrs,No
1180,42,Male,Married,5,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,35186,17.2,0,20,10,2,4,3,3,1,4,3,3,3,35K-60K,36-45,8+ yrs,No
1181,24,Female,Married,2,Human Resources,Human Resources Representative,2,Travel_Rarely,No,25278,11.5,0,3,0,0,0,0,3,4,3,1,3,0,<=35K,18-25,0-3 yrs,No
1182,43,Male,Divorced,4,Research & Development,Research Scientist,1,Travel_Rarely,No,14036,13.2,0,21,4,1,1,0,3,3,3,4,2,3,<=35K,36-45,4-7 yrs,No
1183,27,Female,Single,1,Research & Development,Laboratory Technician,2,Travel_Rarely,No,15152,16.2,1,9,9,1,3,9,4,3,4,3,2,5,<=35K,26-35,8+ yrs,No
1184,30,Female,Married,3,Human Resources,Human Resources Representative,3,Travel_Rarely,No,48890,16.9,0,8,1,1,1,1,3,3,3,4,3,0,35K-60K,26-35,0-3 yrs,No
1185,23,Female,Married,4,Sales,Sales Executive,5,Non-Travel,Yes,66149,17.8,0,5,2,2,0,2,3,1,4,4,3,2,>60K,18-25,0-3 yrs,No
1186,32,Female,Married,2,Human Resources,Human Resources Representative,3,Travel_Rarely,No,45813,16.9,1,13,2,0,2,2,3,3,4,3,1,0,35K-60K,26-35,0-3 yrs,No
1187,45,Female,Divorced,2,Research & Development,Laboratory Technician,2,Non-Travel,No,25645,15.2,0,24,2,2,0,0,3,3,4,2,2,1,<=35K,36-45,0-3 yrs,No
1188,41,Male,Married,3,Sales,Sales Representative,2,Travel_Rarely,Yes,21378,12.8,0,23,0,0,0,0,3,2,4,4,2,3,<=35K,36-45,0-3 yrs,No
1189,45,Female,Married,4,Research & Development,Healthcare Representative,2,Non-Travel,No,23565,16.7,0,24,1,0,1,0,3,4,2,2,3,0,<=35K,36-45,0-3 yrs,No
1190,41,Female,Single,3,Research & Development,Healthcare Representative,4,Travel_Rarely,No,61806,22.1,2,19,2,2,0,2,3,2,2,3,3,2,>60K,36-45,0-3 yrs,No
1191,26,Female,Divorced,3,Sales,Sales Executive,4,Travel_Frequently,No,49748,19.0,1,4,4,3,4,4,3,4,2,1,3,3,35K-60K,26-35,4-7 yrs,No
1192,33,Male,Married,2,Research & Development,Laboratory Technician,2,Non-Travel,No,24009,17.2,1,14,2,0,2,2,3,1,4,3,3,5,<=35K,26-35,0-3 yrs,No
1193,29,Female,Married,4,Research & Development,Laboratory Technician,2,Travel_Rarely,No,35306,19.0,2,7,3,3,0,3,3,4,2,1,1,3,35K-60K,26-35,0-3 yrs,No
1194,49,Female,Single,4,Research & Development,Healthcare Representative,2,Travel_Rarely,No,50819,13.8,3,31,2,2,2,2,4,4,1,2,3,1,35K-60K,46+,0-3 yrs,No
1195,26,Female,Single,3,Sales,Sales Representative,1,Travel_Frequently,No,18820,13.3,1,7,0,0,0,0,3,1,4,3,2,2,<=35K,26-35,0-3 yrs,No
1196,45,Male,Married,4,Research & Development,Research Scientist,3,Travel_Rarely,No,37661,12.4,1,24,24,0,11,0,3,4,2,4,3,3,35K-60K,36-45,8+ yrs,No
1197,45,Male,Divorced,3,Human Resources,Human Resources Representative,2,Travel_Rarely,No,27063,14.7,0,26,10,0,2,0,3,3,3,2,1,1,<=35K,36-45,8+ yrs,No
1198,53,Male,Married,3,Human Resources,Human Resources Representative,2,Non-Travel,No,30252,13.6,0,32,4,4,1,1,3,4,4,3,3,2,<=35K,46+,4-7 yrs,No
1199,33,Female,Divorced,2,Research & Development,Research Director,2,Travel_Rarely,No,27204,19.7,1,13,3,0,0,1,4,4,3,3,3,6,<=35K,26-35,0-3 yrs,No
1200,43,Female,Married,3,Sales,Manager,3,Travel_Rarely,No,52224,13.4,3,25,6,4,4,4,3,1,3,1,3,0,35K-60K,36-45,4-7 yrs,No
1201,57,Male,Married,3,Research & Development,Research Director,1,Travel_Rarely,No,16739,12.2,0,39,2,2,2,0,3,1,3,3,4,1,<=35K,46+,0-3 yrs,No
1202,31,Male,Single,1,Sales,Sales Representative,4,Non-Travel,No,67262,22.4,1,10,0,0,0,0,3,2,3,4,3,4,>60K,26-35,0-3 yrs,No
1203,22,Male,Divorced,3,Sales,Manager,4,Non-Travel,No,57484,13.5,1,0,0,0,0,0,3,3,1,1,2,1,35K-60K,18-25,0-3 yrs,No
1204,19,Male,Single,4,Research & Development,Manager,4,Travel_Rarely,Yes,70604,15.8,0,0,0,0,0,0,3,2,3,4,3,0,>60K,18-25,0-3 yrs,No
1205,43,Female,Divorced,3,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,28668,16.9,0,23,1,1,1,1,4,3,1,4,4,1,<=35K,36-45,0-3 yrs,No
1206,19,Female,Divorced,3,Research & Development,Manager,1,Travel_Rarely,Yes,10000,11.0,1,0,0,0,0,0,3,1,3,2,1,3,<=35K,18-25,0-3 yrs,No
1207,33,Male,Divorced,4,Research & Development,Healthcare Representative,2,Non-Travel,Yes,47418,19.8,0,13,0,0,0,0,3,4,3,3,3,6,35K-60K,26-35,0-3 yrs,No
1208,40,Male,Married,1,Research & Development,Laboratory Technician,2,Travel_Rarely,No,15400,17.6,1,19,0,0,0,0,3,1,2,3,4,3,<=35K,36-45,0-3 yrs,No
1209,38,Male,Married,3,Sales,Sales Executive,1,Travel_Frequently,Yes,10000,21.0,2,18,5,2,1,2,4,2,3,4,3,1,<=35K,36-45,4-7 yrs,Yes
1210,40,Female,Married,4,Human Resources,Human Resources Representative,2,Travel_Rarely,No,24983,12.7,2,19,2,1,2,0,3,1,3,3,3,2,<=35K,36-45,0-3 yrs,Yes
1211,38,Male,Single,3,Research & Development,Research Director,2,Travel_Rarely,Yes,50066,15.6,0,20,14,1,0,2,3,4,2,1,3,3,35K-60K,36-45,8+ yrs,No
1212,48,Male,Married,3,Research & Development,Healthcare Representative,4,Non-Travel,No,74454,15.3,2,28,3,1,1,0,3,4,2,4,3,3,>60K,46+,0-3 yrs,No
1213,28,Male,Single,2,Sales,Manager,1,Travel_Rarely,No,26951,16.2,0,8,1,1,1,1,3,1,4,3,3,3,<=35K,26-35,0-3 yrs,No
1214,30,Female,Married,4,Research & Development,Research Scientist,3,Travel_Rarely,Yes,42354,11.0,0,9,4,2,0,4,3,4,4,4,2,3,35K-60K,26-35,4-7 yrs,No
1215,29,Female,Single,3,Research & Development,Manager,3,Travel_Rarely,No,64409,15.6,1,10,9,0,1,1,3,4,3,1,3,6,>60K,26-35,8+ yrs,No
1216,44,Female,Single,4,Sales,Manager,3,Travel_Rarely,Yes,47946,11.0,0,25,0,0,0,0,4,4,4,4,4,2,35K-60K,36-45,0-3 yrs,Yes
1217,45,Male,Married,3,Sales,Sales Representative,4,Travel_Rarely,No,67818,16.5,0,27,4,0,1,0,3,3,3,3,3,2,>60K,36-45,4-7 yrs,No
1218,41,Male,Married,3,Research & Development,Manager,3,Travel_Rarely,No,46437,11.0,0,19,8,1,0,0,3,2,4,4,3,4,35K-60K,36-45,8+ yrs,No
1219,47,Male,Married,4,Research & Development,Manager,4,Travel_Rarely,No,59604,11.0,1,25,0,0,0,0,3,2,2,3,3,2,35K-60K,46+,0-3 yrs,No
1220,26,Female,Single,3,Sales,Sales Representative,2,Travel_Rarely,No,27985,18.2,0,8,8,2,0,5,3,2,4,3,3,2,<=35K,26-35,8+ yrs,No
1221,52,Male,Married,3,Human Resources,Human Resources Representative,2,Non-Travel,No,28322,13.2,1,30,1,1,1,1,3,3,3,2,1,3,<=35K,46+,0-3 yrs,No
1222,50,Male,Single,3,Sales,Manager,1,Travel_Rarely,No,19867,11.5,1,29,1,1,1,1,4,3,3,4,3,2,<=35K,46+,0-3 yrs,No
1223,43,Female,Married,4,Research & Development,Research Scientist,1,Travel_Rarely,No,17937,19.9,1,24,5,0,2,0,3,3,4,3,4,2,<=35K,36-45,4-7 yrs,No
1224,53,Female,Married,3,Human Resources,Human Resources Representative,1,Travel_Rarely,No,14748,16.4,2,35,1,1,1,0,3,1,2,4,2,5,<=35K,46+,0-3 yrs,No
1225,21,Male,Married,3,Research & Development,Research Scientist,1,Travel_Rarely,No,27076,18.4,0,0,0,0,0,0,3,1,4,3,4,1,<=35K,18-25,0-3 yrs,No
1226,32,Male,Married,1,Research & Development,Research Director,2,Travel_Rarely,No,10000,14.6,0,14,4,0,0,1,4,4,2,4,4,2,<=35K,26-35,4-7 yrs,No
1227,30,Male,Married,4,Research & Development,Manager,1,Travel_Frequently,Yes,19079,25.0,0,11,0,0,0,0,3,4,3,3,4,0,<=35K,26-35,0-3 yrs,No
1228,43,Female,Married,1,Sales,Sales Representative,1,Travel_Rarely,Yes,20741,13.0,0,21,14,6,9,7,3,4,4,3,3,4,<=35K,36-45,8+ yrs,No
1229,27,Female,Married,3,Human Resources,Human Resources Representative,4,Travel_Rarely,No,69175,21.7,1,6,6,3,6,0,3,2,2,4,3,2,>60K,26-35,4-7 yrs,Yes
1230,43,Male,Married,3,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,14481,15.0,0,24,4,1,3,3,3,4,2,1,3,4,<=35K,36-45,4-7 yrs,No
1231,49,Male,Married,3,Research & Development,Research Director,3,Travel_Rarely,Yes,46663,11.0,0,31,2,2,1,2,3,2,4,3,3,1,35K-60K,46+,0-3 yrs,No
1232,43,Female,Single,3,Sales,Manager,1,Travel_Rarely,Yes,22887,17.0,1,23,0,0,0,0,3,4,4,3,2,2,<=35K,36-45,0-3 yrs,No
1233,39,Female,Married,1,Sales,Sales Executive,4,Non-Travel,No,71929,16.4,1,18,7,3,3,1,3,1,3,3,4,3,>60K,36-45,4-7 yrs,No
1234,27,Male,Married,3,Sales,Manager,4,Travel_Rarely,No,57595,11.3,1,9,9,1,6,1,4,3,4,3,3,2,35K-60K,26-35,8+ yrs,No
1235,29,Male,Single,4,Research & Development,Research Scientist,3,Travel_Rarely,No,47135,11.8,1,11,0,0,0,0,3,4,4,3,2,2,35K-60K,26-35,0-3 yrs,No
1236,48,Male,Single,4,Research & Development,Manager,3,Travel_Frequently,Yes,58428,15.1,1,29,4,1,4,1,3,4,3,2,1,3,35K-60K,46+,4-7 yrs,No
1237,43,Male,Single,2,Research & Development,Laboratory Technician,1,Travel_Rarely,No,10000,16.5,1,25,3,0,1,3,4,4,4,2,3,2,<=35K,36-45,0-3 yrs,Yes
1238,36,Female,Divorced,4,Research & Development,Research Director,5,Travel_Rarely,No,69479,11.0,0,15,2,2,2,1,3,4,2,4,3,5,>60K,36-45,0-3 yrs,No
1239,33,Female,Married,3,Human Resources,Manager,4,Travel_Rarely,No,71726,19.1,3,12,9,9,9,0,3,3,4,1,3,2,>60K,26-35,8+ yrs,No
1240,18,Female,Single,4,Sales,Sales Representative,4,Travel_Rarely,No,68740,13.4,1,0,0,0,0,0,3,3,1,2,2,4,>60K,18-25,0-3 yrs,No
1241,27,Male,Married,3,Research & Development,Healthcare Representative,3,Travel_Rarely,No,49179,11.0,0,8,1,1,1,1,3,2,4,3,3,4,35K-60K,26-35,0-3 yrs,Yes
1242,54,Female,Married,3,Research & Development,Healthcare Representative,2,Travel_Rarely,No,26411,18.7,0,33,0,0,0,0,3,1,4,2,3,2,<=35K,46+,0-3 yrs,Yes
1243,25,Male,Divorced,4,Research & Development,Research Director,4,Travel_Rarely,Yes,52945,15.1,1,5,2,1,0,2,3,4,3,3,2,1,35K-60K,18-25,0-3 yrs,No
1244,38,Male,Single,4,Research & Development,Research Director,2,Non-Travel,Yes,25270,19.7,2,16,2,2,0,1,3,4,3,2,3,2,<=35K,36-45,0-3 yrs,No
1245,46,Male,Single,3,Research & Development,Research Scientist,2,Travel_Rarely,Yes,42384,16.8,0,27,12,2,4,1,3,1,4,4,3,6,35K-60K,46+,8+ yrs,No
1246,25,Male,Divorced,2,Research & Development,Healthcare Representative,1,Travel_Rarely,No,10000,15.2,0,6,6,5,2,1,3,1,4,3,3,3,<=35K,18-25,4-7 yrs,Yes
1247,38,Female,Single,3,Sales,Sales Representative,4,Non-Travel,Yes,60811,14.6,2,16,0,0,0,0,3,1,1,2,3,3,>60K,36-45,0-3 yrs,No
1248,45,Male,Single,3,Sales,Manager,1,Travel_Rarely,No,10000,17.0,2,23,8,4,2,3,3,4,4,3,3,2,<=35K,36-45,8+ yrs,No
1249,37,Male,Divorced,2,Human Resources,Human Resources Representative,1,Travel_Rarely,Yes,21742,13.7,0,16,6,6,2,1,3,2,2,1,4,0,<=35K,36-45,4-7 yrs,No
1250,60,Male,Married,2,Research & Development,Research Director,2,Travel_Rarely,No,25690,12.0,0,40,1,1,1,1,3,2,4,4,3,3,<=35K,46+,0-3 yrs,Yes
1251,21,Male,Single,4,Research & Development,Research Director,3,Travel_Rarely,No,44219,17.5,1,3,0,0,0,0,3,1,2,4,3,5,35K-60K,18-25,0-3 yrs,Yes
1252,46,Male,Single,1,Research & Development,Research Scientist,2,Travel_Rarely,No,16532,14.7,0,26,0,0,0,0,3,2,1,4,2,1,<=35K,46+,0-3 yrs,No
1253,35,Male,Single,3,Sales,Manager,1,Travel_Rarely,No,10000,15.3,2,17,1,1,1,1,3,4,2,3,3,4,<=35K,26-35,0-3 yrs,No
1254,43,Female,Single,2,Sales,Sales Representative,1,Non-Travel,Yes,15061,19.2,0,23,10,3,1,5,4,4,3,4,4,1,<=35K,36-45,8+ yrs,No
1255,40,Male,Divorced,3,Research & Development,Research Director,3,Travel_Rarely,No,34398,14.8,0,20,3,3,3,3,3,2,4,3,3,4,<=35K,36-45,0-3 yrs,No
1256,30,Male,Married,1,Research & Development,Manager,5,Travel_Rarely,Yes,91840,15.3,0,11,11,1,10,2,3,2,1,1,3,2,>60K,26-35,8+ yrs,No
1257,38,Male,Married,2,Sales,Manager,3,Travel_Rarely,No,28507,13.0,0,19,9,3,1,0,4,4,4,2,3,3,<=35K,36-45,8+ yrs,Yes
1258,19,Female,Divorced,4,Research & Development,Research Director,2,Non-Travel,No,23598,16.8,0,0,0,0,0,0,4,4,4,4,1,5,<=35K,18-25,0-3 yrs,No
1259,42,Male,Married,4,Sales,Sales Executive,4,Travel_Rarely,Yes,60133,16.5,0,20,11,0,0,0,3,2,4,4,3,3,>60K,36-45,8+ yrs,Yes
1260,39,Male,Single,2,Research & Development,Research Scientist,2,Non-Travel,Yes,27078,18.5,1,17,0,0,0,0,3,1,3,1,2,5,<=35K,36-45,0-3 yrs,Yes
1261,42,Male,Married,3,Sales,Sales Executive,2,Travel_Rarely,No,21166,13.1,0,22,0,0,0,0,4,4,3,4,2,2,<=35K,36-45,0-3 yrs,Yes
1262,46,Male,Divorced,3,Research & Development,Research Director,2,Travel_Rarely,No,22336,13.5,2,24,5,1,0,3,3,4,1,4,3,6,<=35K,46+,4-7 yrs,No
1263,40,Male,Divorced,4,Research & Development,Healthcare Representative,2,Non-Travel,No,22074,18.1,0,20,2,1,0,0,3,4,2,3,3,4,<=35K,36-45,0-3 yrs,No
1264,38,Female,Single,4,Research & Development,Manager,3,Travel_Rarely,No,42706,16.1,1,16,2,0,2,2,3,2,4,4,3,1,35K-60K,36-45,0-3 yrs,No
